query	class
Python workshops in mumbai for next month	0
oracle courses for this week	2
list all my recommended corporate I am speaking for next week	0
competencie available in scala for next month	2
designer in scala	3
what are all my upcoming workshop for this week	0
what are all the training on thursday	2
SAP best practice	2
course in ajax on this Saturday	2
list all my closed issues on wednesday	1
list all my risks today	1
SAP developers with experience less than 10 years	3
.net lead in ajax	3
Hub training happening in chennai	0
what are all my initiated risk on thursday	1
scala related designer	3
list all my upcoming trainings in Chennai on thursday	0
list all my upcoming celebrations in bangalore today	0
IBelong corporate in mumbai for next week	0
my project workshop in london today	0
lead in oracle with 5 years of experience	3
android expert with 5+ years of experience	3
list all my open risk on next tuesday	1
oracle case studies today	2
list all my in progress issue tomorrow	1
oracle workshop on thursday	0
who are all the developers with experience more than 3 years	3
my tasks for next month	1
list all trainings in bangalore for this month	0
SCALA event in london on 21st April	0
list all my initiated issues on next tuesday	1
list all my corporate in bangalore on Monday	0
developers with experience less than 10 years in oracle	3
iOS designer in java	3
list all the lessons learnt today	2
java training I am participating on Monday	0
scala proposals between 1st of May and 2nd of December	2
list all my closed issue on this Saturday	1
what are all my upcoming celebration I am speaking for this month	0
what are all my open issue on thursday	1
scala related leads	3
list all my open risks for next week	1
white papers in oracle From 17th April and 1st of May	2
what are all my closed issues for this week	1
analysts in scala with experience more than 3 years	3
java related course for next week	2
ajax white papers tomorrow	2
UX trainings on next tuesday	0
who are all the analysts in ajax	3
what are all my in progress apricots From 17th April and 1st of May	1
java best practice on thursday	2
iOS designers with experience more than 3 years	3
my project tasks on this Saturday	1
iOS designers in oracle	3
java related course today	2
lessons learnts available in scala for next month	2
scala related white papers on 21st April	2
ajax lessons learnt on Monday	2
list all my open tasks for this week	1
designer in java	3
list all my initiated task on this Saturday	1
UX workshops in london for this week	0
experts in java with experience more than 3 years	3
my conference in bangalore for next month	0
risk on 21st April	1
my project workshop in mumbai for this week	0
list all my project tasks between 1st of May and 2nd of December	1
my events in Chennai between 1st of May and 2nd of December	0
java architect in java	3
training on Monday	2
list all my initiated apricots between 1st of May and 2nd of December	1
what are all the events in london on thursday	0
.net training From 17th April and 1st of May	2
.net designers with 5 years of experience	3
.net analyst with 2-7 years of experience	3
architects with experience more than 3 years in scala	3
list all my celebration in newyork on wednesday	0
what are all my closed tasks tomorrow	1
ajax developers	3
UI events in newyork for this month	0
UX designers in java	3
list all my upcoming corporate I am speaking for next month	0
courses published in java for this month	2
.net experts in java	3
android analysts in ajax	3
what are all my closed apricot for next week	1
list all my in progress issue for next month	1
Hub workshops in bangalore tomorrow	0
my risks today	1
best practices available in scala From 17th April and 1st of May	2
list all my project celebrations in bangalore tomorrow	0
analyst with 2-7 years of experience	3
what are all the celebration on this Saturday	0
java related best practice tomorrow	2
lead with experience less than 10 years in scala	3
UX events I am participating for next month	0
list all workshop happening in chennai between 1st of May and 2nd of December	0
UI trainings I am speaking for this month	0
what are all my in progress tasks today	1
what are all my open apricot for next week	1
list all the analyst with experience less than 10 years	3
proposals on 21st April	2
best practices From 17th April and 1st of May	2
SAP best practice for next week	2
list all trainings I am speaking today	0
java related lessons learnts between 1st of May and 2nd of December	2
java related lessons learnt on Monday	2
who are all the designer with 5 years of experience	3
UX analysts in java	3
list all my upcoming workshop happening in chennai between 1st of May and 2nd of December	0
list all corporates I am organizing on next tuesday	0
scala related training for next month	2
.net analysts	3
my event happening in chennai today	0
list all my issue From 17th April and 1st of May	1
oracle lead with 2-7 years of experience	3
task on wednesday	1
what are all my initiated task for next week	1
my lessons learnts for this week	2
issues From 17th April and 1st of May	1
.net architect in ajax	3
java related competencie today	2
my corporates in Chennai tomorrow	0
java proposals	2
iOS developer with 2-7 years of experience	3
scala white papers on this Saturday	2
oracle workshop in newyork on Monday	0
list all my initiated tasks on Monday	1
list all my recommended corporates in london for this week	0
what are all my in progress risk on this Saturday	1
list all my in progress issue on this Saturday	1
case studies published in java on this Saturday	2
my trainings I am organizing for this week	0
my training	2
java workshops in newyork for next month	0
what are all my open risk on Monday	1
scala lessons learnt for this week	2
list all my in progress issue on thursday	1
designer in ajax	3
UI celebration happening in chennai on 21st April	0
scala case studie between 1st of May and 2nd of December	2
my task for next week	1
oracle courses on next tuesday	2
what are all my recommended corporates I am participating for this month	0
what are all my open issue tomorrow	1
SAP designer with experience more than 3 years	3
list all my open apricot for next week	1
what are all my open apricot on wednesday	1
list all my project trainings I am speaking between 1st of May and 2nd of December	0
issues on wednesday	1
what are all my closed tasks for this week	1
.net proposals for next week	2
list all training in newyork tomorrow	0
iOS developers in ajax	3
d&i training in london tomorrow	0
training in oracle on this Saturday	2
my project conferences I am participating between 1st of May and 2nd of December	0
SAP proposals on this Saturday	2
what are all my initiated apricot on wednesday	1
list all the expert with 5 years of experience	3
list all the lead with 2-7 years of experience	3
what are all my closed risks on thursday	1
lead with 5+ years of experience in scala	3
java best practice	2
list all my closed tasks for this week	1
oracle developer in ajax	3
list all my closed issues for next month	1
Hub workshops in bangalore on 21st April	0
what are all my upcoming trainings in london on this Saturday	0
what are all my upcoming training on Monday	0
list all my initiated risk for next week	1
SCALA workshop in mumbai on Monday	0
list all my risk on this Saturday	1
SAP expert	3
list all my celebration I am speaking for next month	0
.net proposals on Monday	2
list all my project issue on thursday	1
list all my task for this month	1
competencies on next tuesday	2
tasks today	1
SCALA corporate in mumbai tomorrow	0
who are all the leads with experience more than 3 years	3
my project celebration in newyork tomorrow	0
list all my recommended trainings happening in chennai on thursday	0
d&i celebrations between 1st of May and 2nd of December	0
leads in java with 5 years of experience	3
what are all my initiated apricot on thursday	1
ajax trainings today	2
list all my workshops in newyork tomorrow	0
proposals published in java on 21st April	2
what are all the celebrations I am participating today	0
my project tasks on next tuesday	1
java designers with 5 years of experience	3
list all the proposals on Monday	2
list all my open risk for this week	1
SCALA conferences in bangalore for next week	0
list all my upcoming workshops happening in chennai on wednesday	0
lessons learnt published in java on 21st April	2
what are all my upcoming celebration today	0
java trainings in newyork for this week	0
what are all my initiated task From 17th April and 1st of May	1
oracle corporate in london for next week	0
list all corporates happening in chennai for this week	0
lessons learnt published in java today	2
lead with 5+ years of experience in oracle	3
case studie published in java for this month	2
my project tasks on thursday	1
UX event happening in chennai for this month	0
scala related designers with experience more than 3 years	3
scala expert in scala	3
scala related case studie tomorrow	2
white papers available in scala on next tuesday	2
list all my conference I am organizing on wednesday	0
tasks for this month	1
UX architect in scala	3
my best practice for next week	2
my project issue on next tuesday	1
my competencies on Monday	2
SCALA event in newyork	0
oracle competencies on this Saturday	2
case studie available in scala for this week	2
lessons learnt published in java on Monday	2
leads in oracle with 5+ years of experience	3
apricots today	1
list all the expert in oracle	3
list all my initiated risks From 17th April and 1st of May	1
scala related analyst with 5 years of experience	3
list all my open apricots for this month	1
what are all my closed issue From 17th April and 1st of May	1
what are all my upcoming trainings I am organizing tomorrow	0
what are all my initiated risks tomorrow	1
iOS lead in scala	3
developers in oracle with experience more than 3 years	3
list all my open task on 21st April	1
scala related course between 1st of May and 2nd of December	2
list all my corporate happening in chennai on 21st April	0
d&i celebration I am organizing between 1st of May and 2nd of December	0
UX conference in newyork on 21st April	0
list all conferences in newyork	0
my risk today	1
oracle proposal on wednesday	2
my project risks on this Saturday	1
what are all my in progress apricot tomorrow	1
analyst with 5+ years of experience in scala	3
ajax proposals on next tuesday	2
ajax best practices for next month	2
competencie in ajax on this Saturday	2
d&i event I am organizing for this month	0
architects with 5+ years of experience in scala	3
white papers on 21st April	2
java white papers for next week	2
analysts in ajax	3
list all my in progress tasks on next tuesday	1
java workshop in bangalore on thursday	0
UX trainings in bangalore between 1st of May and 2nd of December	0
scala related leads with experience less than 10 years	3
list all my apricots on this Saturday	1
list all my project risks on this Saturday	1
what are all the trainings between 1st of May and 2nd of December	2
.net course for next week	2
list all my in progress risks on 21st April	1
list all my tasks on this Saturday	1
list all my initiated tasks on 21st April	1
what are all my upcoming workshop I am participating on 21st April	0
architects in ajax with experience less than 10 years	3
my proposals on next tuesday	2
list all the courses on wednesday	2
oracle best practice on wednesday	2
scala case studies for next month	2
my project apricots between 1st of May and 2nd of December	1
list all my tasks on wednesday	1
SCALA training in newyork for this week	0
what are all the lessons learnts on next tuesday	2
list all my open apricots for next week	1
list all my recommended workshop in newyork on Monday	0
java related best practice for this week	2
list all the leads in oracle	3
list all my open tasks on Monday	1
list all my initiated apricot on this Saturday	1
UX analysts	3
ajax case studie tomorrow	2
ajax analyst with 5 years of experience	3
ajax lessons learnt	2
case studie in oracle for next month	2
SAP developer in java	3
java developers	3
experts in java	3
java trainings	2
list all my events I am participating today	0
Hub events happening in chennai From 17th April and 1st of May	0
.net experts with 2-7 years of experience	3
list all my initiated tasks between 1st of May and 2nd of December	1
SCALA event I am participating for next month	0
my project task today	1
SAP expert with 5+ years of experience	3
my project apricot tomorrow	1
list all my closed apricots today	1
ajax developer with experience less than 10 years	3
list all my apricot on thursday	1
Python celebrations in london for this month	0
what are all my open tasks on Monday	1
scala designer in java	3
.net architect with experience more than 3 years	3
course published in java tomorrow	2
UX developers with 5+ years of experience	3
issues on this Saturday	1
lessons learnt tomorrow	2
my project training in london on next tuesday	0
ajax architect in java	3
list all my open apricots for next month	1
Hub conference I am speaking today	0
list all my recommended training in Chennai tomorrow	0
my project workshops in mumbai between 1st of May and 2nd of December	0
list all my in progress apricot between 1st of May and 2nd of December	1
java related case studie on this Saturday	2
list all my upcoming corporates I am speaking	0
what are all my upcoming celebration in mumbai From 17th April and 1st of May	0
list all my in progress risk for next month	1
my risk on 21st April	1
iOS leads with experience more than 3 years	3
UX conferences happening in chennai today	0
d&i workshops I am organizing between 1st of May and 2nd of December	0
java celebration in Chennai tomorrow	0
my risk between 1st of May and 2nd of December	1
list all my closed task From 17th April and 1st of May	1
developer with 5+ years of experience	3
what are all my recommended conference I am speaking on this Saturday	0
list all my upcoming workshops in newyork	0
competencies in ajax for next month	2
android leads in oracle	3
issue today	1
java lead in ajax	3
lessons learnts on Monday	2
list all the lead in java	3
scala designer in scala	3
java architects in scala	3
oracle analysts with experience more than 3 years	3
proposals in oracle between 1st of May and 2nd of December	2
oracle developers	3
SAP best practice between 1st of May and 2nd of December	2
list all my project issue between 1st of May and 2nd of December	1
architects in java with 5+ years of experience	3
Python trainings in london tomorrow	0
list all my project apricot tomorrow	1
what are all the courses on Monday	2
scala analysts with 2-7 years of experience	3
case studies on wednesday	2
case studies published in java on Monday	2
designer in ajax with experience more than 3 years	3
architects in java with experience less than 10 years	3
my training tomorrow	0
my project celebration in mumbai on wednesday	0
.net developers	3
SAP developers with 5+ years of experience	3
list all my recommended trainings in london on wednesday	0
my lessons learnts tomorrow	2
oracle developers in ajax	3
my project issues on Monday	1
my workshop I am participating on 21st April	0
java course for this month	2
java event in mumbai	0
SCALA celebrations in newyork for next week	0
list all the lead	3
what are all my in progress issue for this week	1
what are all my upcoming corporates happening in chennai on this Saturday	0
.net proposals between 1st of May and 2nd of December	2
designer in oracle	3
my lessons learnts for next month	2
my apricots on thursday	1
ajax courses on this Saturday	2
lead in oracle with experience more than 3 years	3
trainings in oracle for next week	2
Hub celebrations I am speaking	0
list all my recommended conference on wednesday	0
list all my risks From 17th April and 1st of May	1
UX developers with 2-7 years of experience	3
what are all my recommended workshops in Chennai on thursday	0
Hub workshops in Chennai From 17th April and 1st of May	0
lead in java with 2-7 years of experience	3
what are all my open apricot for next month	1
what are all my recommended workshop I am organizing on thursday	0
list all my open apricots between 1st of May and 2nd of December	1
android analysts with experience more than 3 years	3
java lessons learnts on thursday	2
proposal published in java on wednesday	2
risk on next tuesday	1
apricots on wednesday	1
who are all the lead with 5 years of experience	3
list all my issue on wednesday	1
java related best practices between 1st of May and 2nd of December	2
oracle competencie From 17th April and 1st of May	2
list all my closed risk between 1st of May and 2nd of December	1
d&i trainings I am participating between 1st of May and 2nd of December	0
what are all my initiated issues between 1st of May and 2nd of December	1
iOS designers with 2-7 years of experience	3
list all my project risk From 17th April and 1st of May	1
Hub workshop I am organizing between 1st of May and 2nd of December	0
what are all my closed apricots between 1st of May and 2nd of December	1
list all my open task on next tuesday	1
java related lessons learnt on 21st April	2
SAP case studies for next month	2
what are all the celebrations I am organizing between 1st of May and 2nd of December	0
java lessons learnts for next week	2
scala best practice on wednesday	2
competencies for this week	2
list all my apricots for next week	1
what are all my initiated risk on this Saturday	1
list all my open issues From 17th April and 1st of May	1
tasks for next month	1
.net developer with experience less than 10 years	3
list all my upcoming trainings in mumbai on 21st April	0
UX workshop I am organizing on Monday	0
what are all my initiated apricots From 17th April and 1st of May	1
java proposal on wednesday	2
what are all my open issue From 17th April and 1st of May	1
my training on 21st April	2
what are all my closed risk From 17th April and 1st of May	1
list all my project conference in newyork today	0
what are all my recommended conference I am speaking on thursday	0
my workshops I am speaking on this Saturday	0
list all my initiated issues on thursday	1
list all my in progress risks today	1
Python corporate in newyork on Monday	0
scala related designers with 5+ years of experience	3
list all my open risk on this Saturday	1
issue for this month	1
what are all the competencie on this Saturday	2
my project workshops I am participating tomorrow	0
scala related trainings for next week	2
list all trainings in bangalore on this Saturday	0
.net analyst with experience less than 10 years	3
what are all my recommended celebration in Chennai for this month	0
what are all my recommended workshops I am organizing	0
.net lead with 5 years of experience	3
Hub trainings in london for next week	0
list all the best practices on wednesday	2
SAP proposals for next week	2
list all my upcoming trainings I am organizing on 21st April	0
oracle developer with experience less than 10 years	3
list all my open apricot for this week	1
SCALA celebration for next month	0
what are all my open apricot on this Saturday	1
apricot for this month	1
what are all my upcoming corporates on 21st April	0
oracle event I am speaking for next week	0
Hub conference I am participating on thursday	0
proposal available in scala From 17th April and 1st of May	2
SAP best practice From 17th April and 1st of May	2
java designers with 2-7 years of experience	3
SAP analyst in oracle	3
competencie in ajax today	2
list all my issue on next tuesday	1
list all the developer with 5 years of experience	3
oracle analyst in java	3
who are all the developers with 5+ years of experience	3
what are all my open risks on Monday	1
d&i corporates on wednesday	0
list all my open risks on this Saturday	1
.net case studie on next tuesday	2
ajax analyst	3
what are all my closed apricot on thursday	1
what are all the case studies today	2
list all my initiated apricot between 1st of May and 2nd of December	1
android architect in oracle	3
SAP best practices for this month	2
list all my project apricot for this month	1
my project risk for next month	1
list all my conference in mumbai on thursday	0
SAP expert in java	3
what are all my closed task From 17th April and 1st of May	1
my best practices on 21st April	2
what are all my initiated risks on wednesday	1
SCALA corporate I am speaking on next tuesday	0
list all my celebration in newyork for this week	0
java white papers	2
scala related architects with 2-7 years of experience	3
android analysts in oracle	3
what are all my in progress risks for this week	1
.net analyst with 5 years of experience	3
list all my project task for this month	1
java related training on next tuesday	2
.net white papers on thursday	2
scala case studies today	2
courses in oracle on wednesday	2
.net case studies From 17th April and 1st of May	2
list all my initiated apricot on Monday	1
scala developer	3
ajax trainings between 1st of May and 2nd of December	2
what are all my in progress task today	1
what are all my initiated risks for next week	1
UX designers with experience more than 3 years	3
ajax leads in java	3
list all my project apricots for next week	1
developers with experience more than 3 years in ajax	3
list all my tasks From 17th April and 1st of May	1
what are all my recommended workshops I am organizing on next tuesday	0
list all my apricots tomorrow	1
.net proposals on thursday	2
my celebrations in mumbai on next tuesday	0
what are all my open task on wednesday	1
.net lessons learnt	2
proposals for next week	2
trainings in ajax on thursday	2
what are all the celebration in newyork for this month	0
scala related competencie on thursday	2
list all my open apricot between 1st of May and 2nd of December	1
android leads with experience more than 3 years	3
list all my in progress issues between 1st of May and 2nd of December	1
list all my project issue on 21st April	1
list all my project task on this Saturday	1
.net developers with experience more than 3 years	3
.net white paper tomorrow	2
task for this month	1
scala related white papers on thursday	2
my project tasks for this month	1
list all my closed risks between 1st of May and 2nd of December	1
what are all my closed tasks on thursday	1
case studies in oracle on Monday	2
ajax designer with 2-7 years of experience	3
UX celebration happening in chennai on next tuesday	0
Hub event in Chennai on thursday	0
case studie available in scala on wednesday	2
trainings in oracle on this Saturday	2
list all my project celebration I am speaking for next week	0
oracle workshops I am participating for next week	0
d&i workshop I am organizing on this Saturday	0
oracle trainings I am organizing today	0
UI corporates in bangalore today	0
list all my open apricot tomorrow	1
what are all my closed tasks between 1st of May and 2nd of December	1
UX training I am organizing for next month	0
list all my project issue on next tuesday	1
oracle trainings I am organizing for next week	0
list all my initiated risk on Monday	1
ajax best practice for this month	2
java developers in oracle	3
scala analysts in scala	3
lead with experience more than 3 years in java	3
UX celebration in bangalore on next tuesday	0
experts with 2-7 years of experience in oracle	3
list all my in progress risks for next month	1
what are all my recommended training in mumbai between 1st of May and 2nd of December	0
list all my upcoming events From 17th April and 1st of May	0
list all my apricots on next tuesday	1
java conferences in newyork From 17th April and 1st of May	0
scala related analysts with experience more than 3 years	3
ajax proposal on wednesday	2
d&i event in Chennai today	0
apricot on thursday	1
Hub workshop happening in chennai today	0
.net leads in oracle	3
oracle analysts in oracle	3
UX celebration I am participating From 17th April and 1st of May	0
list all my issues today	1
my white papers on this Saturday	2
list all my issue on this Saturday	1
list all my in progress risks for this month	1
what are all my closed apricot tomorrow	1
what are all my recommended conferences in Chennai on this Saturday	0
scala designers with 2-7 years of experience	3
iOS expert with 5+ years of experience	3
what are all my closed risks for next week	1
what are all my recommended corporate I am participating on thursday	0
expert with 5+ years of experience in scala	3
scala course today	2
course in oracle between 1st of May and 2nd of December	2
list all my open risk on 21st April	1
list all the designer in scala	3
.net case studies on wednesday	2
.net expert in scala	3
list all the proposal for next week	2
developer in oracle	3
android analysts with 5+ years of experience	3
my proposals for next week	2
white papers available in scala	2
architects in ajax	3
what are all the trainings I am participating on Monday	0
list all my project apricots on next tuesday	1
SAP expert with experience more than 3 years	3
what are all my open risk for next month	1
UX training I am speaking on next tuesday	0
java related lessons learnt between 1st of May and 2nd of December	2
java corporate in Chennai on 21st April	0
my white papers for next month	2
UI corporate I am organizing between 1st of May and 2nd of December	0
list all my open risks on wednesday	1
java conferences happening in chennai on thursday	0
my risks for next month	1
.net experts with experience more than 3 years	3
scala related analysts in ajax	3
java trainings I am participating for this month	0
java event I am participating on next tuesday	0
risks on 21st April	1
list all celebration I am organizing today	0
what are all my recommended corporates in mumbai tomorrow	0
UX leads with 5 years of experience	3
my courses on this Saturday	2
list all my closed risk on Monday	1
my events I am speaking for this month	0
my proposal on 21st April	2
scala competencies for next week	2
what are all my upcoming training I am speaking between 1st of May and 2nd of December	0
.net competencie tomorrow	2
course for next month	2
list all my workshop I am speaking today	0
list all my project workshop in london for this month	0
list all my initiated task From 17th April and 1st of May	1
.net developers with 5+ years of experience	3
list all my project risk on thursday	1
lead with 5 years of experience in ajax	3
scala lessons learnts on next tuesday	2
ajax designer in scala	3
list all my project tasks on wednesday	1
what are all my upcoming conference I am participating on Monday	0
what are all my in progress apricot on next tuesday	1
list all my open issues on wednesday	1
trainings on next tuesday	2
scala expert with 2-7 years of experience	3
android leads	3
ajax leads with experience more than 3 years	3
proposal in ajax on next tuesday	2
list all my in progress task for this week	1
d&i corporates happening in chennai between 1st of May and 2nd of December	0
scala related case studies	2
my courses for next month	2
java related trainings on 21st April	2
list all my event I am organizing on next tuesday	0
my project apricot on Monday	1
iOS analyst with experience less than 10 years	3
SAP competencies for this month	2
proposals published in java on wednesday	2
leads with experience less than 10 years	3
list all my closed apricot for this month	1
what are all my recommended celebrations in mumbai on 21st April	0
white papers on wednesday	2
list all the competencies for next week	2
what are all my initiated issues on next tuesday	1
my course for next month	2
list all my closed risks for this week	1
list all my project corporate in london for this month	0
my project risk From 17th April and 1st of May	1
SAP proposals	2
proposals in ajax for this month	2
my tasks for this week	1
my training in Chennai for this month	0
SCALA conference in Chennai on next tuesday	0
java related lessons learnt for next week	2
java white paper From 17th April and 1st of May	2
analyst with 2-7 years of experience in java	3
list all my apricot on 21st April	1
what are all my open risks on thursday	1
SCALA events in mumbai From 17th April and 1st of May	0
my issues for this week	1
list all my project apricot on 21st April	1
.net course on 21st April	2
list all my project apricot today	1
developer in java with experience less than 10 years	3
designer with 5 years of experience in ajax	3
scala related developer with 2-7 years of experience	3
SAP best practice for this month	2
java analysts in java	3
list all my apricots on 21st April	1
analyst in ajax	3
.net white paper on this Saturday	2
scala developers	3
best practice in ajax today	2
list all the architects	3
list all my in progress risk on wednesday	1
iOS architect in java	3
oracle lessons learnt on 21st April	2
java architects with 2-7 years of experience	3
UX workshop happening in chennai for this month	0
list all my project events in Chennai between 1st of May and 2nd of December	0
my project risks between 1st of May and 2nd of December	1
what are all my in progress risks for next week	1
what are all the corporates in mumbai From 17th April and 1st of May	0
scala related lessons learnts on thursday	2
list all my initiated risks for next month	1
list all my initiated issue on 21st April	1
.net designer	3
iOS leads with 5+ years of experience	3
tasks for next week	1
android developers with 5+ years of experience	3
list all the expert in ajax	3
UX designers in scala	3
scala related expert in oracle	3
what are all my initiated apricots on this Saturday	1
what are all my upcoming training in mumbai From 17th April and 1st of May	0
list all the case studies for this month	2
java related course tomorrow	2
scala related competencie for next week	2
java related case studie on 21st April	2
list all my in progress issues From 17th April and 1st of May	1
java conferences happening in chennai on next tuesday	0
my project risks tomorrow	1
.net leads in ajax	3
what are all my upcoming corporate in bangalore for next month	0
.net case studie for this month	2
proposal in oracle From 17th April and 1st of May	2
list all my initiated tasks on wednesday	1
oracle workshops in newyork between 1st of May and 2nd of December	0
oracle training today	2
list all my task tomorrow	1
list all my closed risks today	1
list all my project corporates I am participating From 17th April and 1st of May	0
list all my recommended celebrations in Chennai tomorrow	0
.net designers with 2-7 years of experience	3
list all my corporates I am participating on wednesday	0
oracle training on this Saturday	2
SAP analysts in scala	3
java related proposal today	2
designer in ajax with 5+ years of experience	3
list all my recommended workshop in Chennai on wednesday	0
what are all my in progress issue on wednesday	1
what are all the proposals tomorrow	2
.net developer with 5 years of experience	3
proposals available in scala for this week	2
d&i workshop happening in chennai	0
my project task between 1st of May and 2nd of December	1
list all my project celebration in london on 21st April	0
scala related architects with experience more than 3 years	3
list all my upcoming corporates in newyork tomorrow	0
oracle white paper between 1st of May and 2nd of December	2
list all my initiated issue for next week	1
oracle celebration in Chennai for this week	0
who are all the lead with experience more than 3 years	3
analysts in scala with 5 years of experience	3
list all the best practices	2
java white paper today	2
my competencie for this month	2
scala related competencie	2
UI celebrations today	0
best practices available in scala on Monday	2
oracle workshops in london on this Saturday	0
who are all the experts with 5+ years of experience	3
what are all my in progress tasks for next week	1
what are all my in progress risks on this Saturday	1
Hub events in london From 17th April and 1st of May	0
my project risk today	1
UX corporates for this month	0
UX conference I am participating tomorrow	0
list all my initiated task between 1st of May and 2nd of December	1
Python workshops in london on Monday	0
IBelong workshops I am organizing on wednesday	0
who are all the leads with 2-7 years of experience	3
what are all the conferences in mumbai on wednesday	0
ajax designers with 5 years of experience	3
white paper in oracle for this month	2
list all my initiated issues for next week	1
iOS analysts with experience more than 3 years	3
my project trainings in london on wednesday	0
list all my risks on this Saturday	1
issue on thursday	1
list all my upcoming training I am participating on wednesday	0
course on this Saturday	2
list all my recommended workshops in bangalore for next week	0
list all workshop From 17th April and 1st of May	0
my project risks today	1
oracle trainings happening in chennai for this month	0
oracle lead with experience less than 10 years	3
java workshop in bangalore between 1st of May and 2nd of December	0
iOS leads with experience less than 10 years	3
what are all my initiated apricots on wednesday	1
best practice published in java on next tuesday	2
my project tasks From 17th April and 1st of May	1
scala related developer	3
my risk on thursday	1
list all my recommended workshops I am organizing	0
list all my closed risk on wednesday	1
SCALA corporate in Chennai on next tuesday	0
SCALA workshops I am organizing tomorrow	0
competencies on thursday	2
scala related courses on wednesday	2
list all my initiated tasks From 17th April and 1st of May	1
my project task for next month	1
what are all my in progress apricot today	1
list all my in progress task on Monday	1
.net white paper on next tuesday	2
.net designer with 5 years of experience	3
list all my open task between 1st of May and 2nd of December	1
Hub events in Chennai on Monday	0
list all event happening in chennai for next week	0
what are all my upcoming event in london for next week	0
list all my issues for this week	1
d&i corporates in bangalore for next month	0
what are all my recommended training in london on next tuesday	0
proposal published in java on next tuesday	2
oracle training in Chennai on this Saturday	0
who are all the lead in ajax	3
ajax architect in ajax	3
list all my task between 1st of May and 2nd of December	1
list all my initiated risk on thursday	1
what are all the competencie on next tuesday	2
list all my closed apricots between 1st of May and 2nd of December	1
oracle conference for this month	0
Python workshop in london for next week	0
scala related lead in oracle	3
java expert with experience less than 10 years	3
my tasks on next tuesday	1
UX event in Chennai on Monday	0
ajax white paper today	2
leads with 5+ years of experience	3
SCALA conferences happening in chennai From 17th April and 1st of May	0
case studie published in java From 17th April and 1st of May	2
experts in java with 5+ years of experience	3
what are all my closed tasks on next tuesday	1
SAP white papers for next week	2
list all my recommended training in newyork tomorrow	0
developers in java	3
what are all my upcoming celebration happening in chennai on wednesday	0
my white papers tomorrow	2
SAP proposal on this Saturday	2
what are all my open issue on next tuesday	1
who are all the analyst	3
what are all my open risk tomorrow	1
best practices for this month	2
oracle lead with 5 years of experience	3
scala related proposals on wednesday	2
list all my initiated apricots From 17th April and 1st of May	1
java architect in oracle	3
list all my closed task on next tuesday	1
list all my upcoming trainings on this Saturday	0
what are all my initiated apricots on Monday	1
java events I am participating on Monday	0
my risk on this Saturday	1
scala related courses for next week	2
list all my in progress apricot for this month	1
lessons learnts in oracle today	2
.net expert with 2-7 years of experience	3
apricot today	1
my project trainings in Chennai for this week	0
list all my initiated issue between 1st of May and 2nd of December	1
list all my tasks on Monday	1
my apricots for next month	1
my project risks for next month	1
what are all my in progress task between 1st of May and 2nd of December	1
IBelong conference in london for this month	0
list all my closed risks for next month	1
my project celebration in london for this month	0
list all my initiated task tomorrow	1
my competencies for this week	2
ajax courses between 1st of May and 2nd of December	2
SCALA event I am speaking for next month	0
list all my recommended celebrations on 21st April	0
trainings in ajax tomorrow	2
list all my initiated apricots on Monday	1
Hub events in Chennai	0
oracle competencies on thursday	2
SAP analyst in ajax	3
list all my upcoming celebration in london on next tuesday	0
list all my workshops happening in chennai on this Saturday	0
list all the designers in ajax	3
training on 21st April	2
my proposal for this month	2
SAP lessons learnt on thursday	2
courses available in scala From 17th April and 1st of May	2
java corporate happening in chennai for this month	0
SAP leads in ajax	3
best practices available in scala on this Saturday	2
what are all my closed issue on Monday	1
list all my closed issues on next tuesday	1
java experts in scala	3
oracle best practices From 17th April and 1st of May	2
risks on Monday	1
competencies published in java for this week	2
list all my open risks on thursday	1
list all my events in newyork for next week	0
scala related designer with 2-7 years of experience	3
list all my recommended workshop I am organizing today	0
analyst in scala	3
d&i conferences in newyork tomorrow	0
list all my project task on wednesday	1
what are all my open apricots for next week	1
my risks on wednesday	1
what are all my upcoming celebration I am participating between 1st of May and 2nd of December	0
courses on wednesday	2
developers in ajax with 5+ years of experience	3
SCALA corporate on Monday	0
my project issues for next week	1
SAP competencie between 1st of May and 2nd of December	2
my task on 21st April	1
ajax competencie From 17th April and 1st of May	2
.net developer with experience more than 3 years	3
what are all my initiated task between 1st of May and 2nd of December	1
.net courses on thursday	2
list all my project celebrations in london on thursday	0
Python corporates happening in chennai on this Saturday	0
my lessons learnt on Monday	2
list all my upcoming conference I am speaking between 1st of May and 2nd of December	0
list all my open task tomorrow	1
list all my open issues on thursday	1
what are all my in progress risks today	1
list all workshop in newyork on next tuesday	0
what are all my in progress risks on 21st April	1
developer with experience less than 10 years in ajax	3
what are all the white paper on wednesday	2
java related courses on Monday	2
oracle proposals for this week	2
.net courses From 17th April and 1st of May	2
architect with 2-7 years of experience	3
leads with 5+ years of experience in oracle	3
iOS lead with 5+ years of experience	3
list all the developers in java	3
Hub workshop in mumbai between 1st of May and 2nd of December	0
IBelong celebration I am organizing today	0
SAP architects with experience less than 10 years	3
scala designer in oracle	3
java lessons learnt tomorrow	2
Python conferences I am speaking on wednesday	0
what are all my recommended event I am participating From 17th April and 1st of May	0
expert in java with 2-7 years of experience	3
list all my initiated apricots for this week	1
oracle event in mumbai on thursday	0
list all my open risk on Monday	1
list all my project apricot on Monday	1
.net designers with 5+ years of experience	3
